sample,time,ThrottleAng,EngTempC,GearPosition,RPM,AirTempC,ManiPress1hPa,ManiPress2hPa,LngTrmAMix%,MixAdptAdd(m/str),LngTrmMuMix%,MixAdptMu(ms),AirMasskg/h,OxySen1V,OxySen2V,KnkVolt,SpeedKph,ShrtTermMixCorr,ShrtTermCorr,CalcLoad%,KnkNoiseLev,KnockRetard,MisFireCYL1,MisFireCYL2,MisFireCYL3,MisFireCYL4,TrueRunValCYL1,TrueRunValCYL2,TrueRunValCYL3,TrueRunValCYL4,IgnAdvCYL1,IgnAdvCYL2,IgnAdvCYL3,IgnAdvCYL4,SparkAdv,InjPulse(ms),PedalAng%,BatteryV,InjDuty%,MAP_PSI,AirMass(g/s),LC1.AFR
902,135.450,15.4647,91.4635,3,2449,40.4769,851.124,741.845,.002,.002,.000762951,.000762951,91.2503,.71848,.273707,1.05084,49,-3.2372,-1.59075,80,47,.000729534,0,0,0,0,-25,72,59,-33,30.3728,30.3728,30.3728,27.7476,72.0001,3.028,24.3137,14.0625,6.17964,-2.133,25.3418,14.5236
903,135.600,15.4647,91.4635,3,2477,40.4769,845.777,738.952,.002,.002,.000762951,.000762951,91.7503,.747805,.73803,.811344,49,-5.6176,-1.59075,78.4314,36,.000729534,0,0,0,0,-35,39,73,-52,30.7478,30.7478,30.7478,28.1227,72.0001,2.928,24.3137,14.0625,6.04388,-2.2104,25.4807,14.9793
904,135.750,15.4647,91.4635,3,2493,40.4769,840.43,737.56,.002,.002,.000762951,.000762951,92.0003,.444773,.61584,.728255,50,-7.998,-1.59075,78.0392,45,.000729534,0,0,0,0,-7,9,34,-25,31.1228,31.1228,31.1228,28.4977,72.0001,2.816,24.3137,14.0625,5.85024,-2.2878,25.5502,15.3174
905,135.900,15.4647,91.4635,3,2522,40.4769,836.475,734.191,.002,.002,.000762951,.000762951,92.7503,.166179,.219943,1.0264,50,-.579079,-2.62226,78.0392,56,.000729534,0,0,0,0,-27,39,75,-64,31.1228,31.1228,31.1228,28.4977,72.0001,3.036,24.3137,14.0625,6.38066,-2.34505,25.7585,15.2439
906,136.050,15.9333,91.4635,3,2548,40.4769,832.813,733.019,.002,.002,.000762951,.000762951,93.2503,.782019,.73803,1.15837,51,-6.72846,-3.57442,78.0392,45,.000729534,0,0,0,0,-24,37,52,-40,31.4978,31.4978,31.4978,28.8727,72.0001,2.824,25.4902,14.0625,5.99629,-2.39807,25.8974,15.0087
907,136.200,16.402,91.4635,3,2561,40.4769,852.589,749.682,.002,.002,.000762951,.000762951,96.5003,.166179,.351908,1.08016,51,-1.45189,-3.4554,79.6078,45,.000729534,0,0,0,0,-23,57,36,-41,31.1228,31.1228,31.1228,28.4977,72.0001,3.052,25.4902,14.0625,6.51348,-2.1118,26.8002,15.4938
908,136.350,17.3392,91.4635,3,2596,40.4769,869.508,762.097,.002,.002,.000762951,.000762951,100.25,.659828,.215055,1.02151,51,-4.4274,-3.09834,81.5686,54,.000729534,0,0,0,0,26,80,63,-12,31.1228,31.1228,31.1228,28.4977,72.0001,3.024,26.6667,14.0625,6.54192,-1.86688,27.8418,14.9793
909,136.500,16.8706,91.4635,3,2622,40.4769,877.711,757.702,.002,.002,.000762951,.000762951,102.5,.557188,.650053,1.04106,52,-6.8078,-3.09834,83.1373,44,.000729534,0,0,0,0,-10,47,34,-42,30.7478,30.7478,30.7478,28.1227,72.0001,2.984,26.6667,14.0625,6.52004,-1.74813,28.4668,15.4644
910,136.650,16.8706,91.4635,3,2641,40.4769,867.567,749.682,.002,.002,.000762951,.000762951,102.25,.723367,.268819,.845558,52,-4.18936,-2.30487,84.3137,54,.000729534,0,0,0,0,-58,50,70,-53,30.7478,30.7478,30.7478,28.1227,72.0001,3.06,26.6667,14.0625,6.73455,-1.89497,28.3974,14.6853
911,136.800,16.402,91.4635,3,2668,40.4769,856.69,741.845,.002,.002,.000762951,.000762951,102.25,.73803,.728255,.904209,53,-6.56976,-2.30487,85.4902,45,.000729534,0,0,0,0,-2,40,70,-67,31.1228,31.1228,31.1228,28.4977,72.0001,2.964,26.6667,14.0625,6.58996,-2.05242,28.3974,14.994
912,136.950,16.402,91.4635,3,2691,40.4769,844.862,734.228,.002,.002,.000762951,.000762951,102,.659828,.654941,.997074,53,-8.95017,-2.30487,84.3137,45,.000729534,0,0,0,0,-17,46,70,-59,31.1228,31.1228,31.1228,28.4977,72.0001,2.872,26.6667,14.0625,6.44046,-2.22365,28.328,15.1851
913,137.100,15.9333,91.4635,3,2713,40.4769,833.545,728.295,.002,.002,.000762951,.000762951,101.75,.263931,.400785,1.07528,54,-4.18936,-4.18936,84.3137,45,.000729534,0,0,0,0,10,80,71,-22,31.4978,31.4978,31.4978,28.8727,72.0001,2.996,26.6667,14.0625,6.77346,-2.38746,28.2585,15.5232
914,137.250,15.9333,91.4635,3,2746,40.4769,823.658,724.706,.002,.002,.000762951,.000762951,102.25,.796682,.606065,.904209,54,-8.43441,-5.9945,83.1373,45,.000729534,0,0,0,0,-22,81,66,-41,31.8729,31.8729,31.8729,29.2477,72.0001,2.836,26.6667,14.0625,6.48971,-2.5306,28.3974,14.7441
915,137.400,15.9333,91.4635,3,2774,40.4769,820.105,722.179,.002,.002,.000762951,.000762951,103.25,.63539,.679379,1.08994,55,-10.8148,-5.9945,83.1373,43,.000729534,0,0,0,0,-5,34,50,-58,31.8729,31.8729,31.8729,29.2477,72.0001,2.756,26.6667,14.0625,6.37095,-2.58202,28.6752,15.3321
916,137.550,15.9333,91.4635,3,2794,40.4769,810.987,716.612,.002,.002,.000762951,.000762951,103,.190617,.20528,1.07039,55,-3.8323,-6.3714,81.5686,59,.000729534,0,0,0,0,-28,56,60,-77,32.2479,32.2479,32.2479,29.6227,72.0001,2.936,26.6667,14.0625,6.83599,-2.71402,28.6057,14.5677
917,137.700,15.9333,91.4635,3,2807,40.4769,800.439,708.629,.002,.002,.000762951,.000762951,102,.747805,.723367,1.05573,56,-10.2991,-6.74829,83.1373,58,.000729534,0,0,0,0,-28,48,57,-66,32.2479,32.2479,32.2479,32.2479,72.0001,2.704,26.6667,14.0625,6.32511,-2.8667,28.328,14.9646
918,137.850,15.9333,91.4635,3,2837,40.4769,789.16,702.367,.002,.002,.000762951,.000762951,101.75,.376347,.503425,1.06061,56,-6.25238,-7.24421,80.3922,54,.000729534,0,0,0,0,-8,41,63,-46,32.6229,32.6229,32.6229,32.6229,72.0001,2.58,25.4902,14.0625,6.09955,-3.02998,28.2585,15.3321
919,138.000,14.5275,91.4635,3,2857,40.4769,766.088,687.279,.002,.002,.000762951,.000762951,99.5003,.713592,.180842,1.03129,57,-9.22788,-7.58143,80.3922,38,.000729534,0,0,0,0,8,39,70,-42,32.9979,32.9979,32.9979,32.9979,72.0001,2.576,23.5294,14.0625,6.13303,-3.36396,27.6335,14.5089
920,138.150,13.5902,91.4635,3,2882,40.4769,724.669,662.925,.002,.002,.000762951,.000762951,94.5003,.752693,.71848,1.05573,57,-11.6083,-7.58143,72.1569,53,.000729534,0,0,0,0,-8,36,60,-67,34.123,34.123,34.123,34.123,72.0001,2.324,23.5294,14.0625,5.58147,-3.96353,26.2446,14.9793
921,138.300,14.0588,91.4635,3,2889,40.4769,699.803,647.288,.002,.002,.000762951,.000762951,91.2503,.234606,.552301,.913984,57,-7.52192,-8.29556,67.0588,41,.000729534,0,0,0,0,-12,26,45,-61,34.873,34.873,34.873,34.873,72.0001,2.3,23.5294,14.0625,5.53725,-4.32349,25.3418,15.6408
922,138.450,14.0588,91.4635,3,2916,40.4769,695.225,645.2,.002,.002,.000762951,.000762951,91.2503,.10264,.112415,.865108,58,-5.14152,-8.29556,63.9216,45,.000729534,0,0,0,0,23,58,63,-42,34.873,34.873,34.873,34.873,72.0001,2.332,20,14.0625,5.66676,-4.38976,25.3418,15.0381
923,138.600,10.3098,91.4635,3,2917,40.4769,647.178,602.426,.002,.002,.000762951,.000762951,84.2503,.801569,.219943,.894434,58,-9.06919,-7.97817,62.7451,45,.000729534,0,0,0,0,-2,59,86,-26,14.997,14.997,14.997,14.997,14.9971,2,9.01961,14.175,4.86167,-5.08528,23.3974,14.5089
924,138.750,6.56078,91.4635,3,2911,40.4769,534.566,498.128,.002,.002,.000762951,.000762951,67.5002,.796682,.762468,.786906,58,-11.4496,-7.97817,47.8431,44,.000729534,0,0,0,0,-71,27,44,54,5.99648,5.99648,5.99648,5.99648,5.99658,1.48,0,14.0625,3.59023,-6.71543,18.7446,14.9058
925,138.900,5.62353,91.4635,3,2927,40.4769,419.355,400.018,.002,.002,.000762951,.000762951,50.7502,.210168,.659828,.630503,58,-7.68062,-8.13686,40.3922,53,.000729534,0,0,0,0,53,117,25,34,19.1222,19.1222,19.1222,19.1222,19.1223,.972,0,14.0625,2.37087,-8.38321,14.0917,15.8025
926,139.050,1.40588,91.4635,3,2874,40.4769,322.527,303.081,.002,.002,.000762951,.000762951,35.5001,.107528,.112415,1.04595,58,-5.30021,-8.13686,29.4118,51,.000729534,0,0,0,0,81,184,179,127,-.37886,-.37886,-.37886,-.37886,-.378759,.848,0,14.0625,2.03096,-9.78487,9.8556,14.7882
927,139.200,1.87451,91.4635,3,2929,40.4769,240.201,219.73,.002,.002,.000762951,.000762951,24.2501,.845558,.195505,.869996,58,-2.70161,.000762951,18.4314,45,.000729534,0,0,0,0,-56,133,122,76,-.37886,-.37886,-.37886,-.37886,-.378759,.736,0,14.0625,1.79645,-10.9766,6.73057,14.7294
928,139.350,2.34314,91.4635,3,2855,40.4769,206.802,193.582,.002,.002,.000762951,.000762951,18.5001,.0586514,.356796,.957973,58,.000762951,.000762951,13.3333,50,.000729534,0,0,0,0,-18,22,73,-18,13.4969,13.4969,13.4969,13.4969,13.497,.7,0,14.0625,1.66542,-11.4601,5.13334,16.4346
929,139.500,4.68627,91.4635,3,2900,40.4769,199.368,190.689,.002,.002,.000762951,.000762951,17.7501,.0586514,.112415,1.15348,57,.000762951,.000762951,11.7647,51,.000729534,0,0,0,0,70,63,123,96,21.7473,21.7473,21.7473,21.7473,21.7474,.7,6.27451,14.0625,1.69167,-11.5677,4.925,15.8172
930,139.650,6.56078,91.4635,3,2883,40.4769,235.074,222.477,.002,.002,.000762951,.000762951,23.0001,.171067,.298145,.752693,58,3.74227,.000762951,14.902,48,.000729534,0,0,0,0,-40,73,79,-20,49.8738,49.8738,49.8738,49.8738,72.0001,.792,14.5098,14.0625,1.90278,-11.0508,6.38335,15.3615
931,139.800,12.6529,91.4635,3,2859,40.4769,373.175,367.498,.002,.002,.000762951,.000762951,42.7501,.185729,.782019,1.1046,57,3.57442,1.41985,14.902,37,.000729534,0,0,0,0,42,-41,96,-18,49.8738,49.8738,49.8738,49.8738,72.0001,1.704,19.2157,14.0625,4.05978,-9.0517,11.8695,16.9785
932,139.950,20.151,91.4635,3,2972,40.4769,716.649,683.433,.002,.002,.000762951,.000762951,97.0003,.498537,.0782019,.865108,57,1.23369,2.32471,50.5882,55,.000729534,0,0,0,0,-124,-23,184,106,14.997,14.997,14.997,14.997,14.9971,3.94,26.6667,14.0625,9.75807,-4.07963,26.9391,13.9797
933,140.100,15.4647,91.4635,3,2904,40.4769,758.251,689.769,.002,.002,.000762951,.000762951,100.25,.918872,.894434,.728255,58,-1.14671,2.32471,79.2157,42,.000729534,0,0,0,0,-8,74,62,-52,33.3729,33.3729,33.3729,33.3729,72.0001,3.668,27.8431,14.0625,8.87656,-3.47741,27.8418,11.9217
934,140.250,16.8706,91.4635,3,2902,40.4769,776.818,705.479,.002,.002,.000762951,.000762951,103,.889546,.899322,1.11438,58,-3.52712,2.32471,76.0784,42,.000729534,0,0,0,0,22,30,53,-58,33.3729,33.3729,33.3729,33.3729,72.0001,3.496,27.8431,14.0625,8.45449,-3.20863,28.6057,13.1124
935,140.400,16.8706,91.4635,3,2954,40.4769,781.726,704.491,.002,.002,.000762951,.000762951,105.75,.865108,.874883,.806457,58,-5.90752,2.32471,79.2157,46,.000729534,0,0,0,0,49,104,114,-20,25.4975,25.4975,25.4975,25.4975,25.4976,3.4,28.6275,14.0625,8.36967,-3.13759,29.3696,13.524
936,140.550,16.8706,91.4635,3,2971,40.4769,785.937,708.226,.002,.002,.000762951,.000762951,107.25,.845558,.855333,.997074,59,-8.28793,2.32471,80.3922,44,.000729534,0,0,0,0,-6,33,49,-57,32.9979,32.9979,32.9979,32.9979,72.0001,3.28,29.8039,14.0625,8.12073,-3.07663,29.7863,14.0385
937,140.700,18.7451,91.4635,3,3002,40.4769,813.916,730.089,.002,.002,.000762951,.000762951,113.25,.767356,.782019,1.12415,59,-10.6683,2.32471,81.5686,59,.000729534,0,0,0,0,-16,47,54,-65,32.2479,32.2479,32.2479,29.9978,72.0001,3.252,32.1569,14.0625,8.13542,-2.67161,31.453,14.9352
938,140.850,29.9922,91.4635,3,3030,40.4769,975.344,824.903,.002,.002,.000762951,.000762951,139.25,.10264,.303032,.899322,60,-4.51895,-2.03937,100,61,.000729534,0,0,0,0,-35,30,73,-61,29.9978,29.9978,29.9978,27.7476,72.0001,4.576,37.6471,14.175,11.5544,-.334808,38.6753,15.3762
939,141.000,28.1176,91.4635,3,3082,40.4769,1195.7,839.661,.002,.002,.000762951,.000762951,177.251,.557188,.20528,.855333,60,.000762951,.000762951,100,40,.000729534,0,0,0,0,12,0,65,-39,26.6226,26.6226,26.6226,24.3725,72.0001,6.04,39.6078,14.0625,15.5127,2.85497,49.2309,13.8033
940,141.150,36.5529,91.4635,3,3140,40.4769,1323.69,891.225,.002,.002,.000762951,.000762951,202.251,.869996,.879771,.806457,62,.000762951,.000762951,100,40,.000729534,0,0,0,0,-11,36,59,-74,25.1225,25.1225,25.1225,22.8724,72.0001,6.848,43.1373,14.0625,17.9189,4.70777,56.1754,13.818
941,141.300,37.0216,91.4635,3,3186,40.4769,1521.52,890.822,.002,.002,.000762951,.000762951,238.751,.816232,.84067,.977523,63,.000762951,.000762951,100,34,.000729534,0,0,0,0,13,53,30,-80,23.9974,23.9974,23.9974,22.1223,72.0001,7.116,44.3137,14.0625,18.893,7.57152,66.3144,14.4648
942,141.450,38.8961,91.4635,3,3254,40.4769,1580.85,894.411,.002,.002,.000762951,.000762951,254.251,.747805,.801569,.777131,64,.000762951,.000762951,100,39,.000729534,0,0,0,0,-1,42,18,-38,23.6224,23.6224,23.6224,21.7473,72.0001,7.336,47.451,14.0625,19.8928,8.43032,70.6199,14.553
943,141.600,40.302,91.4635,3,3302,40.4769,1619.37,903.053,.002,.002,.000762951,.000762951,265.751,.757581,.811344,1.04106,65,.000762951,.000762951,100,40,.000729534,0,0,0,0,-24,77,25,-57,23.6224,23.6224,23.6224,21.7473,72.0001,7.604,49.8039,14.0625,20.9237,8.98802,73.8144,14.5383
944,141.750,47.3314,91.4635,3,3377,41.2267,1644.28,913.564,.002,.002,.000762951,.000762951,278.251,.777131,.816232,1.06061,67,.000762951,.000762951,100,34,.000729534,0,0,0,0,-15,40,35,-35,23.6224,23.6224,23.6224,21.7473,72.0001,7.776,74.1176,14.0625,21.883,9.34851,77.2867,14.4207
945,141.900,82.4784,91.4635,3,3448,41.2267,1702.47,953.225,.002,.002,.000762951,.000762951,291.251,.816232,.835783,.733143,68,.000762951,.000762951,100,38,-2.61392,0,0,0,0,4,38,7,-38,20.6223,20.6223,20.6223,18.7472,72.0001,8.224,92.549,14.0625,23.6303,10.1909,80.8978,14.3178
946,142.050,82.0098,91.4635,3,3522,41.2267,1729.16,951.687,.002,.002,.000762951,.000762951,297.001,.816232,.84067,.664716,70,.000762951,.000762951,100,43,-.746314,0,0,0,0,8,27,17,-36,22.8724,23.2474,22.1223,20.6223,72.0001,8.264,100,14.0625,24.2548,10.5773,82.495,14.2737
947,142.200,82.0098,91.4635,3,3588,41.2267,1741.62,950.991,.002,.002,.000762951,.000762951,299.751,.811344,.84067,.694042,71,.000762951,.000762951,100,64,.000729534,0,0,0,0,-1,34,15,-49,23.9974,23.9974,23.9974,22.1223,72.0001,8.232,100,14.0625,24.6137,10.7576,83.2589,14.3913
948,142.350,82.0098,91.4635,3,3664,41.2267,1753.33,950.002,.002,.002,.000762951,.000762951,302.751,.826007,.850445,.645165,73,.000762951,.000762951,100,48,.000729534,0,0,0,0,0,72,6,-33,24.7475,24.7475,24.7475,22.8724,72.0001,8.336,100,14.0625,25.4526,10.9272,84.0923,14.1855
949,142.500,82.0098,91.4635,3,3738,41.2267,1760.77,948.281,.002,.002,.000762951,.000762951,304.501,.816232,.845558,.904209,74,.000762951,.000762951,100,47,.000729534,0,0,0,0,2,28,41,-22,25.4975,25.4975,25.4975,23.6224,72.0001,8.3,100,14.0625,25.8545,11.0348,84.5784,14.2296
950,142.650,82.0098,91.4635,3,3814,41.2267,1773.44,946.743,.002,.002,.000762951,.000762951,307.501,.816232,.850445,.953085,76,.000762951,.000762951,100,47,.000729534,0,0,0,0,-32,54,29,-12,26.2476,26.2476,26.2476,24.3725,72.0001,8.26,100,14.0625,26.253,11.2183,85.4117,14.2737
951,142.800,82.0098,91.4635,3,3893,41.2267,1781.64,944.802,.002,.002,.000762951,.000762951,310.001,.806457,.84067,.82112,77,.000762951,.000762951,100,43,.000729534,0,0,0,0,-21,46,35,-51,26.6226,26.6226,26.6226,24.7475,72.0001,8.168,100,14.0625,26.4984,11.337,86.1062,14.7735
952,142.950,82.0098,91.4635,3,3957,41.2267,1794.13,943.63,.002,.002,.000762951,.000762951,312.501,.786906,.82112,.757581,79,.000762951,.000762951,100,41,.000729534,0,0,0,0,-9,44,28,-61,27.3726,27.3726,27.3726,25.4975,72.0001,8.108,100,14.0625,26.7361,11.5178,86.8006,14.994
953,143.100,82.0098,91.4635,3,4034,41.2267,1804.97,941.726,.002,.002,.000762951,.000762951,320.501,.782019,.82112,.957973,80,.000762951,.000762951,100,42,.000729534,0,0,0,0,10,55,7,-54,26.9976,26.9976,26.9976,25.1225,72.0001,8.216,100,14.0625,27.6195,11.6747,89.0229,14.7
954,143.250,82.0098,91.4635,3,4112,41.2267,1816.54,939.748,.002,.002,.000762951,.000762951,336.501,.811344,.845558,1.02151,82,.000762951,.000762951,100,60,.000729534,0,0,0,0,-5,38,32,-41,26.6226,26.6226,26.6226,24.7475,72.0001,8.548,100,13.95,29.2911,11.8422,93.4673,14.4354
955,143.400,82.0098,91.4635,3,4180,41.2267,1822.22,938.064,.002,.002,.000762951,.000762951,349.501,.835783,.865108,.713592,83,.000762951,.000762951,100,49,.000729534,0,0,0,0,-8,42,22,-56,26.2476,26.2476,26.2476,24.3725,72.0001,8.84,100,14.0625,30.7927,11.9244,97.0785,13.9356
956,143.550,82.0098,91.4635,3,4259,41.2267,1828.26,935.793,.002,.002,.000762951,.000762951,358.751,.850445,.874883,.708704,85,.000762951,.000762951,100,38,.000729534,0,0,0,0,8,53,21,-64,25.8725,25.8725,25.8725,23.9974,72.0001,9.012,100,13.95,31.9851,12.0119,99.6479,13.5681
957,143.700,82.0098,91.4635,3,4336,41.2267,1838.22,933.559,.002,.002,.000762951,.000762951,366.251,.855333,.879771,.826007,86,.000762951,.000762951,100,44,.000729534,0,0,0,0,-2,42,8,-55,26.2476,26.2476,26.2476,24.3725,72.0001,9.136,100,14.0625,33.0114,12.1561,101.731,13.6122
958,143.850,82.0098,91.4635,3,4403,42.7263,1843.28,931.069,.002,.002,.000762951,.000762951,372.251,.855333,.879771,1.59825,88,.000762951,.000762951,100,58,.000729534,0,0,0,0,-4,36,21,-50,26.2476,26.2476,26.2476,24.3725,72.0001,9.24,100,14.0625,33.9031,12.2292,103.398,13.4358
959,144.000,82.0098,91.4635,3,4475,42.7263,1857.3,929.421,.002,.002,.000762951,.000762951,385.501,.860221,.884659,1.05084,89,.000762951,.000762951,100,52,.000729534,0,0,0,0,4,47,27,-25,25.4975,23.2474,25.4975,20.2472,72.0001,9.46,100,14.0625,35.2779,12.4323,107.079,13.2594
960,144.150,82.0098,91.4635,3,4564,42.7263,1866.72,939.748,.002,.002,.000762951,.000762951,399.751,.865108,.889546,1.08016,91,.000762951,.000762951,100,58,.000729534,0,0,0,0,7,46,23,-40,25.4975,23.2474,25.4975,20.2472,72.0001,9.512,100,14.0625,36.1773,12.5685,111.037,13.1418
961,144.300,82.0098,91.4635,3,4639,42.7263,1884.66,939.345,.002,.002,.000762951,.000762951,414.501,.860221,.889546,.977523,92,.000762951,.000762951,100,81,.000729534,0,0,0,0,-1,34,26,-46,25.1225,22.8724,25.1225,20.9973,72.0001,9.708,100,14.0625,37.5295,12.8283,115.134,12.8184
962,144.450,82.0098,91.4635,3,4692,42.7263,1894.73,937.661,.002,.002,.000762951,.000762951,424.751,.869996,.894434,1.08016,93,.000762951,.000762951,100,50,.000729534,0,0,0,0,-8,35,16,-41,25.1225,23.9974,25.1225,22.1223,72.0001,9.792,100,14.0625,38.2867,12.974,117.981,12.789
963,144.600,82.0098,91.4635,3,4778,42.7263,1894.04,936.049,.002,.002,.000762951,.000762951,436.751,.869996,.894434,1.08016,95,.000762951,.000762951,100,49,.000729534,0,0,0,0,-5,32,19,-42,25.1225,23.9974,25.1225,22.4974,72.0001,9.908,100,14.0625,39.4504,12.964,121.315,12.7155
964,144.750,82.0098,91.4635,3,4860,44.9757,1904.69,933.742,.002,.002,.000762951,.000762951,449.501,.869996,.894434,.913984,97,.000762951,.000762951,100,44,.000729534,0,0,0,0,-8,38,21,-41,25.1225,23.9974,25.1225,22.4974,72.0001,9.916,100,13.95,40.1598,13.1182,124.856,12.642
965,144.900,82.0098,91.4635,3,4934,44.9757,1906.49,932.937,.002,.002,.000762951,.000762951,460.001,.865108,.894434,.909097,98,.000762951,.000762951,100,47,.000729534,0,0,0,0,-14,40,14,-26,25.4975,24.3725,25.4975,22.8724,72.0001,9.952,100,14.0625,40.9193,13.1442,127.773,12.7155
966,145.050,82.0098,91.4635,3,4992,44.9757,1913.55,930.776,.002,.002,.000762951,.000762951,470.501,.865108,.894434,.992186,100,.000762951,.000762951,100,38,.000729534,0,0,0,0,-12,30,14,-36,25.4975,24.3725,25.4975,22.8724,72.0001,9.96,100,14.0625,41.4336,13.2465,130.69,12.7008
967,145.200,82.0098,91.4635,3,5076,44.9757,1913.44,928.908,.002,.002,.000762951,.000762951,488.752,.869996,.894434,.967748,101,.000762951,.000762951,100,55,.000729534,0,0,0,0,-3,38,12,-32,25.4975,24.3725,25.4975,22.8724,72.0001,10.192,100,14.0625,43.1122,13.2449,135.759,12.6126
968,145.350,82.0098,91.4635,3,5151,44.9757,1918.17,927.15,.002,.002,.000762951,.000762951,506.752,.874883,.904209,.816232,102,.000762951,.000762951,100,38,.000729534,0,0,0,0,-1,43,22,-52,25.4975,24.3725,25.4975,22.8724,72.0001,10.56,100,14.0625,45.3288,13.3133,140.759,12.1863
969,145.500,82.0098,91.4635,3,5232,44.9757,1917.47,924.88,.002,.002,.000762951,.000762951,521.752,.879771,.909097,.889546,104,.000762951,.000762951,100,54,.000729534,0,0,0,0,-6,42,18,-44,25.4975,24.3725,25.4975,22.8724,72.0001,10.872,100,14.0625,47.4019,13.3033,144.926,11.907
970,145.650,82.0098,91.4635,3,5300,44.9757,1923,923.452,.002,.002,.000762951,.000762951,531.752,.889546,.918872,.850445,106,.000762951,.000762951,100,52,.000729534,0,0,0,0,-7,41,11,-36,25.4975,24.3725,25.4975,22.8724,72.0001,11.068,100,13.95,48.8837,13.3833,147.704,11.6277
971,145.800,82.0098,91.4635,3,5376,47.2251,1926.04,922.866,.002,.002,.000762951,.000762951,542.002,.889546,.913984,.757581,106,.000762951,.000762951,100,67,.000729534,0,0,0,0,-2,30,13,-41,25.1225,23.9974,25.1225,22.4974,72.0001,11.196,100,13.95,50.1581,13.4273,150.551,11.6718
972,145.950,82.0098,91.4635,3,5438,47.2251,1929.63,920.302,.002,.002,.000762951,.000762951,550.752,.894434,.918872,.850445,109,.000762951,.000762951,100,52,.000729534,0,0,0,0,2,32,19,-49,25.1225,23.9974,25.1225,22.4974,72.0001,11.272,100,14.0625,51.0809,13.4793,152.982,11.6277
973,146.100,82.0098,91.4635,3,5499,47.2251,1941.42,918.837,.002,.002,.000762951,.000762951,561.502,.889546,.913984,.962861,109,.000762951,.000762951,100,59,.000729534,0,0,0,0,-17,43,21,-44,25.4975,24.3725,25.4975,22.8724,72.0001,11.336,100,13.95,51.9472,13.65,155.968,11.5983
974,146.250,82.0098,91.4635,3,5600,47.2251,1943.36,914.626,.002,.002,.000762951,.000762951,574.252,.884659,.913984,1.2219,111,.000762951,.000762951,100,52,.000729534,0,0,0,0,-13,30,21,-40,26.2476,25.1225,26.2476,23.6224,72.0001,11.404,100,13.95,53.2187,13.6781,159.51,11.4954
975,146.400,82.0098,91.4635,3,5648,47.2251,1950.32,913.381,.002,.002,.000762951,.000762951,582.002,.889546,.918872,1.00196,112,.000762951,.000762951,100,48,.000729534,0,0,0,0,-10,30,28,-44,26.2476,25.1225,26.2476,23.6224,72.0001,11.492,100,14.0625,54.089,13.7788,161.662,11.5248
976,146.550,82.0098,91.4635,3,5727,47.2251,1953.03,911.22,.002,.002,.000762951,.000762951,593.002,.884659,.913984,1.13393,114,.000762951,.000762951,100,61,.000729534,0,0,0,0,-7,28,27,-39,26.2476,25.1225,26.2476,23.6224,72.0001,11.536,100,13.95,55.0556,13.818,164.718,11.5101
977,146.700,82.0098,91.4635,3,5791,47.2251,1950.98,909.792,.002,.002,.000762951,.000762951,600.002,.889546,.918872,1.09483,115,.000762951,.000762951,100,44,.000729534,0,0,0,0,-13,31,27,-35,26.6226,25.4975,26.6226,23.9974,72.0001,11.548,100,13.95,55.7287,13.7883,166.662,11.5248
978,146.850,82.0098,91.4635,3,5878,50.2243,1946.04,907.485,.002,.002,.000762951,.000762951,606.502,.884659,.913984,.679379,117,.000762951,.000762951,100,48,.000729534,0,0,0,0,-6,28,20,-31,26.6226,25.4975,26.6226,23.9974,72.0001,11.584,100,14.0625,56.7423,13.7168,168.468,11.466
979,147.000,82.0098,91.4635,3,5937,50.2243,1940.8,904.445,.002,.002,.000762951,.000762951,612.002,.889546,.913984,1.31966,118,.000762951,.000762951,100,47,.000729534,0,0,0,0,-8,19,19,-37,26.6226,25.8725,26.6226,23.9974,72.0001,11.632,100,13.95,57.5493,13.641,169.996,11.3337
980,147.150,82.0098,91.4635,3,5994,50.2243,1926.04,903.896,.002,.002,.000762951,.000762951,614.502,.884659,.913984,1.06061,120,.000762951,.000762951,100,60,.000729534,0,0,0,0,-11,24,16,-18,26.6226,25.8725,26.6226,23.9974,72.0001,11.708,100,13.95,58.4815,13.4273,170.69,11.2896
981,147.300,82.0098,91.4635,3,6076,50.2243,1927.62,900.526,.002,.002,.000762951,.000762951,624.252,.884659,.909097,1.13881,121,.000762951,.000762951,100,62,.000729534,0,0,0,0,0,26,15,-32,24.7475,24.7475,24.7475,23.9974,24.7476,11.788,100,13.95,59.6866,13.4501,173.399,11.3337
982,147.450,82.0098,91.4635,3,6152,50.2243,1922.01,898.842,.002,.002,.000762951,.000762951,630.502,.889546,.918872,.967748,122,.000762951,.000762951,100,46,.000729534,0,0,0,0,-5,34,11,-30,23.6224,23.6224,23.6224,23.6224,23.6225,11.872,100,13.95,60.8638,13.369,175.135,11.1573
983,147.600,82.0098,91.4635,3,6200,50.2243,1920.99,897.157,.002,.002,.000762951,.000762951,635.502,.889546,.918872,1.20724,124,.000762951,.000762951,100,62,.000729534,0,0,0,0,-4,24,11,-31,26.6226,25.8725,26.6226,23.9974,72.0001,11.936,100,13.95,61.6693,13.3541,176.524,11.1573
