sample,time,ThrottleAng,EngTempC,GearPosition,RPM,AirTempC,ManiPress1hPa,ManiPress2hPa,LngTrmAMix%,MixAdptAdd(m/str),LngTrmMuMix%,MixAdptMu(ms),AirMasskg/h,OxySen1V,OxySen2V,KnkVolt,SpeedKph,ShrtTermMixCorr,ShrtTermCorr,CalcLoad%,KnkNoiseLev,KnockRetard,MisFireCYL1,MisFireCYL2,MisFireCYL3,MisFireCYL4,TrueRunValCYL1,TrueRunValCYL2,TrueRunValCYL3,TrueRunValCYL4,IgnAdvCYL1,IgnAdvCYL2,IgnAdvCYL3,IgnAdvCYL4,SparkAdv,InjPulse(ms),PedalAng%,BatteryV,InjDuty%,MAP_PSI,AirMass(g/s),LC1.AFR
0,0.150,23.9,89.9639,3,3139,43.4761,977.432,812.122,.002,.002,.000762951,.000762951,145.25,.0977523,.127078,1.02151,62,.101472,-.0572212,97.6471,49,.000729534,0,0,0,0,24,3,14,-20,30.3728,27.7476,30.3728,29.2477,72.0001,4.612,35.6863,14.0625,12.0642,-.304591,40.3419,15.0234
1,0.300,27.649,89.9639,3,3195,43.4761,1099.35,827.649,.002,.002,.000762951,.000762951,168.251,.239493,.478986,.71848,63,-1.2871,-2.55665,100,50,.000729534,0,0,0,0,27,28,4,-26,29.2477,26.6226,29.2477,28.1227,72.0001,4.916,39.2157,14.0625,13.0889,1.4602,46.7309,15.3174
2,0.450,27.649,89.9639,3,3236,43.4761,1212.32,833.143,.002,.002,.000762951,.000762951,190.001,.865108,.865108,.796682,64,.000762951,.000762951,100,42,.000729534,0,0,0,0,33,12,9,8,28.4977,25.8725,28.4977,27.3726,72.0001,5.796,40,14.0625,15.6299,3.09565,52.7726,13.5534
3,0.600,27.649,89.9639,3,3284,43.4761,1217.89,826.294,.002,.002,.000762951,.000762951,194.251,.865108,.884659,.679379,65,.000762951,.000762951,100,50,.000729534,0,0,0,0,39,15,12,-7,28.1227,25.4975,28.1227,26.9976,72.0001,5.772,40,14.0625,15.796,3.17623,53.9532,13.6269
4,0.750,30.9294,89.9639,3,3328,43.4761,1206.24,830.799,.002,.002,.000762951,.000762951,196.001,.869996,.889546,.767356,66,.000762951,.000762951,100,44,.000729534,0,0,0,0,28,-14,18,-14,28.8727,26.2476,28.8727,27.7476,72.0001,5.984,41.1765,14.0625,16.5956,3.00765,54.4393,13.5534
5,0.900,29.5235,89.9639,3,3374,43.4761,1257.11,843.653,.002,.002,.000762951,.000762951,208.001,.879771,.909097,.801569,67,.000762951,.000762951,100,45,.000729534,0,0,0,0,42,-22,8,-33,28.4977,25.8725,28.4977,27.3726,72.0001,6.176,41.1765,14.0625,17.3649,3.74399,57.7726,13.1565
6,1.050,28.5863,89.9639,3,3398,43.4761,1260.37,832.886,.002,.002,.000762951,.000762951,210.251,.869996,.899322,.977523,68,.000762951,.000762951,100,47,.000729534,0,0,0,0,40,-4,-7,-25,29.2477,26.6226,29.2477,28.1227,72.0001,6.084,41.1765,14.0625,17.2279,3.79118,58.3976,13.4064
7,1.200,30.9294,89.9639,3,3459,43.4761,1271.8,851.527,.002,.002,.000762951,.000762951,213.251,.865108,.894434,.684266,68,.000762951,.000762951,100,43,.000729534,0,0,0,0,32,12,11,6,29.2477,26.6226,29.2477,28.1227,72.0001,6.256,41.9608,14.0625,18.0329,3.95658,59.231,13.5681
8,1.350,30.9294,89.9639,3,3497,43.4761,1316.26,844.935,.002,.002,.000762951,.000762951,221.251,.855333,.889546,.762468,69,.000762951,.000762951,100,44,.000729534,0,0,0,0,39,-8,-15,2,29.2477,26.6226,29.2477,28.1227,72.0001,6.184,41.9608,14.0625,18.0212,4.60015,61.4532,13.8768
9,1.500,29.9922,89.9639,3,3540,43.4761,1317.02,831.531,.002,.002,.000762951,.000762951,221.751,.845558,.879771,.791794,70,.000762951,.000762951,100,45,.000729534,0,0,0,0,37,4,-5,-16,29.6227,26.9976,29.6227,28.4977,72.0001,6.08,41.9608,14.0625,17.936,4.61128,61.5921,14.1267
10,1.650,27.649,89.9639,3,3599,43.4761,1289.34,807.947,.002,.002,.000762951,.000762951,217.251,.84067,.874883,.884659,71,.000762951,.000762951,100,47,.000729534,0,0,0,0,42,14,18,-11,30.3728,27.7476,30.3728,29.2477,72.0001,5.812,34.1176,14.0625,17.4312,4.21051,60.3421,14.1561
11,1.800,17.8078,89.9639,3,3555,43.4761,1001.53,747.338,.002,.002,.000762951,.000762951,166.251,.869996,.894434,.957973,72,.000762951,.000762951,100,54,.000729534,0,0,0,0,31,14,-8,-6,1.12122,1.12122,1.12122,1.12122,1.12132,4.448,0,14.0625,13.1772,.0442324,46.1753,12.9801
12,1.950,7.49804,89.9639,3,3591,43.4761,631.87,560.092,.002,.002,.000762951,.000762951,100.25,.894434,.918872,.757581,72,-4.02609,.000762951,74.5098,58,.000729534,0,0,0,0,74,1,13,-9,-9.00432,-9.00432,-9.00432,-9.00432,-9.00422,2.204,0,14.0625,6.59547,-5.30688,27.8418,12.7743
13,2.100,6.56078,89.9639,3,3577,43.4761,424.811,394.049,.002,.002,.000762951,.000762951,63.2502,.806457,.889546,1.12904,72,-6.40649,.000762951,49.8039,39,.000729534,0,0,0,0,27,10,3,-9,9.37166,9.37166,9.37166,9.37166,9.37176,1.2,0,14.0625,3.577,-8.30422,17.564,15.4497
14,2.250,1.87451,89.9639,3,3468,43.4761,271.989,245.731,.002,.002,.000762951,.000762951,35.5001,.0830895,.684266,.855333,72,-.812542,-1.04143,21.9608,53,.000729534,0,0,0,0,152,19,-36,-4,7.87158,7.87158,7.87158,7.87158,9.37176,.74,0,14.0625,2.1386,-10.5164,9.8556,16.1112
15,2.400,2.34314,89.9639,0,3307,43.4761,202.554,182.596,.002,.002,.000762951,.000762951,21.7501,.0342133,.620727,.801569,72,.000762951,.000762951,16.0784,55,.000729534,0,0,0,0,51,58,-64,-38,-.00383759,-.00383759,-.00383759,-.00383759,-.0037384,.7,0,14.0625,1.92908,-11.5216,6.03612,17.7135
16,2.550,2.81176,89.9639,0,3141,43.4761,188.199,172.927,.002,.002,.000762951,.000762951,18.0001,.0439886,.127078,.869996,71,.000762951,.000762951,11.7647,45,.000729534,0,0,0,0,55,83,-78,-44,.746201,.746201,.746201,.746201,.7463,.7,0,14.0625,1.83225,-11.7294,4.99445,17.4783
17,2.700,2.81176,89.9639,4,2981,43.4761,188.711,174.063,.002,.002,.000762951,.000762951,17.0001,.0488762,.0830895,.576739,71,.000762951,.000762951,10.5882,54,.000729534,0,0,0,0,2,84,-74,23,-.00383759,-.00383759,-.00383759,-.00383759,-.0037384,.7,0,14.0625,1.73892,-11.722,4.71667,17.1108
18,2.850,8.90392,89.9639,4,2875,43.4761,214.786,206.326,.002,.002,.000762951,.000762951,20.0001,.0733143,.12219,1.16814,70,.000762951,.000762951,10.5882,47,.000729534,0,0,0,0,19,-32,15,-15,49.8738,49.8738,49.8738,49.8738,72.0001,.72,20,14.0625,1.725,-11.3445,5.55001,15.9495
19,3.000,22.4941,89.9639,4,2958,43.4761,536.287,521.566,.002,.002,.000762951,.000762951,68.5002,.249268,.694042,1.00196,70,2.47272,.403601,20,52,-3.36097,0,0,0,0,41,-32,13,36,18.3721,18.3721,18.3721,18.3721,18.3722,3.06,25.098,14.0625,7.5429,-6.69051,19.0223,15.9054
20,3.150,15.9333,89.9639,4,2836,43.4761,849.256,732.726,.002,.002,.000762951,.000762951,109.5,.899322,.860221,.855333,70,-1.93103,.826275,93.7255,54,-1.11984,0,0,0,0,-17,-24,120,77,10.8717,10.8717,10.8717,10.8717,10.8718,4.52,25.098,14.0625,10.6823,-2.16004,30.4113,11.6277
21,3.300,29.5235,89.9639,4,2905,43.4761,1062.17,857.423,.002,.002,.000762951,.000762951,144,.889546,.928647,.962861,71,-4.15274,.826275,92.549,53,-2.61392,0,0,0,0,298,90,287,167,26.2476,23.6224,26.2476,25.1225,72.0001,5.356,34.902,14.0625,12.966,.922125,39.9947,13.6122
22,3.450,35.1471,89.9639,4,2944,43.4761,1216.68,889.87,.002,.002,.000762951,.000762951,169.251,.889546,.913984,.889546,71,.000762951,.000762951,100,49,-1.86688,0,0,0,0,48,17,76,8,21.3723,21.3723,21.3723,21.3723,21.3724,6.472,43.1373,14.0625,15.878,3.15873,47.0087,12.7155
23,3.600,37.4902,89.9639,4,2977,43.4761,1541.95,905.434,.002,.002,.000762951,.000762951,220.751,.850445,.889546,.73803,72,.000762951,.000762951,100,47,.000729534,0,0,0,0,37,-44,10,14,19.8722,19.8722,19.8722,19.8722,19.8723,7.316,43.1373,14.0625,18.1498,7.86733,61.3143,13.8474
24,3.750,37.9588,89.9639,4,2994,44.2259,1634.94,908.949,.002,.002,.000762951,.000762951,237.751,.82112,.865108,.874883,73,.000762951,.000762951,100,43,.000729534,0,0,0,0,34,-7,4,-4,20.9973,18.7472,20.9973,20.2472,72.0001,7.56,43.9216,14.0625,18.8622,9.21332,66.0366,14.1561
25,3.900,37.9588,89.9639,4,3041,44.2259,1656.73,909.609,.002,.002,.000762951,.000762951,245.501,.830895,.869996,1.08016,74,.000762951,.000762951,100,54,.000729534,0,0,0,0,18,-6,19,-9,18.3721,18.3721,18.3721,18.3721,18.7473,7.756,45.098,14.0625,19.655,9.52875,68.1894,13.9944
26,4.050,38.4275,89.9639,4,3076,44.2259,1659.62,909.535,.002,.002,.000762951,.000762951,249.251,.84067,.879771,.957973,75,.000762951,.000762951,100,40,.000729534,0,0,0,0,16,15,6,-26,20.9973,18.7472,20.9973,20.2472,20.2473,7.716,47.0588,14.0625,19.7787,9.57063,69.231,14.0973
27,4.200,40.302,89.9639,4,3115,44.2259,1667.31,917.592,.002,.002,.000762951,.000762951,254.251,.816232,.869996,.957973,76,.000762951,.000762951,100,40,.000729534,0,0,0,0,51,-14,35,-33,20.2472,19.1222,20.2472,20.2472,20.2473,7.708,49.4118,14.0625,20.0087,9.68195,70.6199,14.1267
28,4.350,40.7706,90.7137,4,3152,44.2259,1668.08,916.75,.002,.002,.000762951,.000762951,258.251,.811344,.860221,.61584,77,.000762951,.000762951,100,42,.000729534,0,0,0,0,38,3,1,-16,20.6223,19.1222,20.6223,20.6223,20.6224,7.668,50.5882,14.0625,20.1413,9.69309,71.7311,14.2443
29,4.500,41.2392,90.7137,4,3199,44.2259,1661.85,914.955,.002,.002,.000762951,.000762951,261.501,.801569,.860221,.82112,77,.000762951,.000762951,100,51,.000729534,0,0,0,0,48,-4,10,9,20.9973,19.4972,20.9973,20.9973,20.9974,7.664,51.7647,14.0625,20.4309,9.60297,72.6339,14.3913
30,4.650,41.2392,90.7137,4,3243,44.2259,1665.74,914.882,.002,.002,.000762951,.000762951,266.751,.806457,.860221,.913984,79,.000762951,.000762951,100,61,.000729534,0,0,0,0,69,18,19,-13,20.6223,20.2472,20.6223,20.6223,20.6224,7.732,52.549,14.0625,20.8957,9.65916,74.0922,14.4354
31,4.800,41.7078,90.7137,4,3277,44.2259,1665.55,914.955,.002,.002,.000762951,.000762951,271.001,.811344,.860221,.752693,80,.000762951,.000762951,100,50,-.435532,0,0,0,0,35,-2,27,24,20.2472,20.2472,20.2472,17.6221,20.2473,7.78,52.549,14.0625,21.2459,9.65651,75.2728,14.4942
32,4.950,42.1765,90.7137,4,3332,44.2259,1666.36,913.381,.002,.002,.000762951,.000762951,276.501,.791794,.850445,.997074,81,.000762951,.000762951,100,52,-.435532,0,0,0,0,83,15,18,-39,20.2472,20.2472,20.2472,17.2471,20.6224,7.84,53.7255,14.0625,21.7691,9.66817,76.8006,14.2149
33,5.100,42.1765,90.7137,4,3364,44.2259,1672.03,912.282,.002,.002,.000762951,.000762951,280.501,.811344,.860221,1.0655,82,.000762951,.000762951,100,46,-.435532,0,0,0,0,37,25,-12,-21,22.1223,20.6223,22.1223,17.6221,72.0001,7.9,53.7255,14.0625,22.1463,9.75034,77.9117,14.3178
34,5.250,42.1765,90.7137,4,3405,44.2259,1670.61,911.147,.002,.002,.000762951,.000762951,283.751,.801569,.860221,1.54937,83,.000762951,.000762951,100,56,-.435532,0,0,0,0,33,1,-14,-21,22.8724,21.3723,22.8724,19.4972,72.0001,7.94,53.7255,14.0625,22.5298,9.72967,78.8145,14.3031
35,5.400,42.6451,90.7137,4,3440,44.2259,1673.35,909.902,.002,.002,.000762951,.000762951,284.501,.816232,.865108,1.09971,84,.000762951,.000762951,100,70,-.435532,0,0,0,0,38,-1,-15,-10,23.2474,21.7473,23.2474,19.8722,72.0001,7.896,53.7255,14.0625,22.6352,9.76943,79.0228,14.2737
36,5.550,42.6451,90.7137,4,3490,44.2259,1684.56,908.363,.002,.002,.000762951,.000762951,287.251,.816232,.860221,1.12415,85,.000762951,.000762951,100,60,-.435532,0,0,0,0,49,3,-22,-15,23.9974,22.4974,23.9974,21.7473,72.0001,7.872,53.7255,14.0625,22.8944,9.93165,79.7867,14.2002
37,5.700,42.6451,90.7137,4,3509,44.2259,1684.41,908.327,.002,.002,.000762951,.000762951,287.251,.811344,.865108,.899322,86,.000762951,.000762951,100,58,-1.49336,0,0,0,0,21,9,-3,-18,23.2474,22.4974,23.9974,21.7473,72.0001,7.864,56.0784,14.0625,22.9956,9.92952,79.7867,14.4648
38,5.850,43.1137,90.7137,4,3567,44.2259,1692.76,906.569,.002,.002,.000762951,.000762951,290.001,.796682,.855333,.659828,87,.000762951,.000762951,100,51,-.746314,0,0,0,0,41,-6,-7,9,24.3725,22.8724,24.3725,22.4974,72.0001,7.84,58.0392,14.0625,23.3044,10.0504,80.5506,14.406
39,6.000,43.1137,90.7137,4,3610,44.2259,1697.19,905.69,.002,.002,.000762951,.000762951,291.001,.801569,.855333,.84067,88,.000762951,.000762951,100,53,-.746314,0,0,0,0,45,18,-8,-43,24.7475,23.2474,24.7475,22.8724,72.0001,7.848,58.0392,14.0625,23.6094,10.1145,80.8284,14.406
40,6.150,43.5824,90.7137,4,3651,44.2259,1702.03,904.445,.002,.002,.000762951,.000762951,292.501,.811344,.865108,.913984,89,.000762951,.000762951,100,46,-.746314,0,0,0,0,26,1,-2,-9,25.1225,23.6224,25.1225,23.2474,72.0001,7.892,58.0392,14.0625,24.0114,10.1845,81.245,14.4501
41,6.300,43.5824,90.7137,4,3678,44.2259,1707.7,904.298,.002,.002,.000762951,.000762951,293.501,.806457,.860221,1.39297,90,.000762951,.000762951,100,89,-.746314,0,0,0,0,34,-3,-7,0,25.1225,23.6224,25.1225,23.2474,72.0001,7.948,52.9412,14.0625,24.3606,10.2667,81.5228,14.259
42,6.450,36.5529,90.7137,4,3734,44.2259,1708.51,880.092,.002,.002,.000762951,.000762951,294.001,.82112,.869996,.73803,91,.000762951,.000762951,100,56,-.746314,0,0,0,0,20,6,-3,-19,25.4975,23.9974,25.4975,23.6224,72.0001,7.968,43.5294,14.0625,24.7938,10.2783,81.6617,14.112
43,6.600,15.9333,90.7137,4,3678,44.2259,1168.34,765.795,.002,.002,.000762951,.000762951,197.001,.860221,.894434,.669604,92,.000762951,.000762951,100,44,-.746314,0,0,0,0,31,36,-3,-32,-4.12906,-4.12906,-4.12906,-4.12906,-6.7541,4.588,18.8235,14.0625,14.0622,2.45896,54.717,12.9654
44,6.750,2.81176,90.7137,4,3710,44.9757,577.377,498.347,.002,.002,.000762951,.000762951,91.2503,.889546,.918872,1.00196,91,-3.7087,.000762951,67.0588,54,.000729534,0,0,0,0,49,74,39,39,-10.5044,-10.5044,-10.5044,-10.5044,-10.5043,1.624,0,14.0625,5.02087,-6.09571,25.3418,13.0095
45,6.900,2.81176,90.7137,4,3707,44.9757,323.406,293.596,.002,.002,.000762951,.000762951,45.7501,.478986,.899322,.992186,91,.000762951,.000762951,39.2157,48,.000729534,0,0,0,0,50,198,-233,-89,2.24628,2.24628,2.24628,2.24628,2.24638,.7,0,14.0625,2.16242,-9.77214,12.7028,19.9479
46,7.050,3.28039,90.7137,4,3652,44.9757,225.15,199.258,.002,.002,.000762951,.000762951,28.0001,.0342133,.434998,.708704,91,.000762951,.000762951,15.6863,45,.000729534,0,0,0,0,9,-7,3,21,7.87158,7.87158,7.87158,7.87158,7.87168,.7,0,14.0625,2.13033,-11.1945,7.77225,19.6539
47,7.200,3.74902,90.7137,4,3675,44.9757,189.004,170.694,.002,.002,.000762951,.000762951,21.5001,.0537638,.175954,.610952,90,.000762951,.000762951,12.9412,45,.000729534,0,0,0,0,137,113,86,102,2.99632,2.99632,2.99632,2.99632,5.99658,.7,0,14.175,2.14375,-11.7177,5.96668,16.5522
48,7.350,3.74902,90.7137,4,3668,44.9757,179.409,161.868,.002,.002,.000762951,.000762951,20.0001,.175954,.161291,.708704,90,.000762951,.000762951,10.1961,52,.000729534,0,0,0,0,100,44,69,70,2.6213,2.6213,2.6213,2.6213,2.6214,.7,0,14.0625,2.13967,-11.8566,5.55001,15.435
49,7.500,3.74902,90.7137,4,3648,44.9757,175.161,158.352,.002,.002,.000762951,.000762951,19.0001,.146629,.767356,.767356,89,.000762951,.000762951,10.1961,58,.000729534,0,0,0,0,16,-2,-23,25,3.74636,3.74636,3.74636,3.74636,3.74646,.7,0,14.0625,2.128,-11.9181,5.27223,15.4644
50,7.650,3.74902,90.7137,4,3627,44.9757,174.356,158.718,.002,.002,.000762951,.000762951,19.0001,.10264,.82112,.928647,89,.000762951,.000762951,8.62745,59,.000729534,0,0,0,0,7,-8,6,29,13.1219,13.1219,13.1219,13.1219,7.87168,.7,0,14.0625,2.11575,-11.9298,5.27223,15.6261
51,7.800,3.28039,90.7137,4,3604,44.2259,173.587,156.96,.002,.002,.000762951,.000762951,18.7501,.664716,.816232,.630503,89,.000762951,.000762951,8.62745,55,.000729534,0,0,0,0,22,-4,-20,22,13.1219,13.1219,13.1219,13.1219,13.122,.7,0,14.0625,2.10233,-11.9409,5.20278,15.6555
52,7.950,3.28039,90.7137,4,3586,44.2259,174.099,157.51,.002,.002,.000762951,.000762951,18.5001,.0977523,.82112,.869996,88,.000762951,.000762951,9.01961,46,.000729534,0,0,0,0,11,-5,-20,15,10.8717,10.8717,10.8717,10.8717,10.8718,.7,0,14.0625,2.09183,-11.9335,5.13334,15.6408
53,8.100,3.28039,90.7137,4,3570,44.2259,173.587,156.301,.002,.002,.000762951,.000762951,18.5001,.12219,.82112,.894434,87,.000762951,.000762951,9.01961,51,.000729534,0,0,0,0,8,2,8,-2,10.1217,10.1217,10.1217,10.1217,10.1218,.7,0,14.0625,2.0825,-11.9409,5.13334,15.6555
54,8.250,3.28039,90.7137,4,3558,44.2259,173.587,156.887,.002,.002,.000762951,.000762951,18.5001,.117303,.811344,.869996,87,.000762951,.000762951,9.01961,53,.000729534,0,0,0,0,40,-1,9,21,5.62146,5.62146,5.62146,5.62146,5.62156,.7,0,14.0625,2.0755,-11.9409,5.13334,15.2586
55,8.400,3.28039,90.7137,4,3542,44.2259,176.223,159.854,.002,.002,.000762951,.000762951,18.7501,.063539,.806457,.71848,86,.000762951,.000762951,9.01961,47,.000729534,0,0,0,0,23,-10,-14,20,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,2.06617,-11.9027,5.20278,20.6388
56,8.550,3.28039,90.7137,4,3522,44.2259,178.604,161.355,.002,.002,.000762951,.000762951,19.0001,.0146629,.219943,.918872,86,.000762951,.000762951,10.5882,58,.000729534,0,0,0,0,24,-13,2,9,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,2.0545,-11.8683,5.27223,46.3932
57,8.700,3.28039,90.7137,4,3490,44.2259,179.666,162.527,.002,.002,.000762951,.000762951,19.0001,.00488762,.0195505,.835783,86,.000762951,.000762951,10.5882,40,.000729534,0,0,0,0,13,-8,1,8,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,2.03583,-11.8529,5.27223,127.758
58,8.850,3.28039,90.7137,4,3476,44.2259,178.347,161.868,.002,.002,.000762951,.000762951,18.7501,0,.00977523,.782019,85,.000762951,.000762951,10.5882,42,.000729534,0,0,0,0,51,-2,7,9,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,2.02767,-11.872,5.20278,127.758
59,9.000,3.28039,90.7137,4,3459,44.2259,178.347,162.38,.002,.002,.000762951,.000762951,18.5001,0,.00977523,.659828,85,.000762951,.000762951,10.5882,41,.000729534,0,0,0,0,29,18,9,34,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,2.01775,-11.872,5.13334,105.899
60,9.150,3.28039,90.7137,4,3434,44.2259,180.471,164.541,.002,.002,.000762951,.000762951,18.7501,0,.00488762,.659828,84,.000762951,.000762951,10.5882,48,.000729534,0,0,0,0,30,5,5,20,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,13.95,2.00317,-11.8412,5.20278,127.758
61,9.300,3.28039,90.7137,4,3394,44.2259,180.471,164.028,.002,.002,.000762951,.000762951,18.5001,0,.00488762,.752693,84,.000762951,.000762951,10.5882,48,.000729534,0,0,0,0,10,2,-5,1,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,13.95,1.97983,-11.8412,5.13334,127.758
62,9.450,3.28039,90.7137,4,3348,44.2259,180.471,164.175,.002,.002,.000762951,.000762951,18.2501,0,.00488762,.645165,82,.000762951,.000762951,10.5882,41,.000729534,0,0,0,0,14,-1,-6,1,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.953,-11.8412,5.06389,127.758
63,9.600,3.28039,90.7137,4,3307,44.2259,180.764,164.834,.002,.002,.000762951,.000762951,18.0001,0,.00488762,.747805,81,.000762951,.000762951,10.5882,48,.000729534,0,0,0,0,1,0,1,3,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.92908,-11.837,4.99445,127.758
64,9.750,2.81176,90.7137,4,3265,44.9757,180.764,164.834,.002,.002,.000762951,.000762951,17.5001,0,.00488762,.918872,80,.000762951,.000762951,10.5882,49,.000729534,0,0,0,0,12,19,22,38,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.90458,-11.837,4.85556,127.758
65,9.900,2.81176,90.7137,4,3222,44.9757,181.827,166.482,.002,.002,.000762951,.000762951,17.5001,0,.00488762,1.08016,80,.000762951,.000762951,10.5882,44,.000729534,0,0,0,0,57,16,24,22,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.8795,-11.8216,4.85556,127.758
66,10.050,2.81176,90.7137,4,3195,44.9757,182.339,166.629,.002,.002,.000762951,.000762951,17.2501,0,.00488762,.918872,78,.000762951,.000762951,10.5882,50,.000729534,0,0,0,0,18,6,17,4,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.86375,-11.8142,4.78611,127.758
67,10.200,2.81176,90.7137,4,3137,44.9757,182.889,167.361,.002,.002,.000762951,.000762951,17.0001,0,.00488762,1.15348,78,.000762951,.000762951,10.5882,47,.000729534,0,0,0,0,6,-10,-6,7,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.82992,-11.8062,4.71667,127.758
68,10.350,2.81176,90.7137,4,3110,44.9757,184.463,169.448,.002,.002,.000762951,.000762951,17.2501,0,.00488762,.645165,76,.000762951,.000762951,10.5882,41,.000729534,0,0,0,0,22,16,9,35,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.81417,-11.7834,4.78611,127.758
69,10.500,2.81176,90.7137,4,3096,44.9757,185.525,170.84,.002,.002,.000762951,.000762951,17.2501,0,.00488762,.73803,76,.000762951,.000762951,10.5882,47,.000729534,0,0,0,0,54,4,-1,5,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.806,-11.7681,4.78611,87.8031
70,10.650,2.34314,90.7137,4,3082,44.9757,186.331,170.547,.002,.002,.000762951,.000762951,17.2501,0,.00488762,.962861,75,.000762951,.000762951,10.5882,50,.000729534,0,0,0,0,18,4,-8,7,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.79783,-11.7564,4.78611,127.758
71,10.800,2.34314,90.7137,4,3052,44.2259,187.649,172.122,.002,.002,.000762951,.000762951,17.2501,0,.00488762,1.08994,75,.000762951,.000762951,10.5882,59,.000729534,0,0,0,0,1,11,-2,5,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,13.95,1.78033,-11.7373,4.78611,127.758
72,10.950,2.34314,90.7137,4,3035,44.2259,186.587,171.536,.002,.002,.000762951,.000762951,17.0001,0,.00488762,1.03129,74,.000762951,.000762951,10.5882,74,.000729534,0,0,0,0,28,-3,26,38,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.77042,-11.7527,4.71667,127.758
73,11.100,2.34314,90.7137,4,3032,44.2259,186.88,171.756,.002,.002,.000762951,.000762951,17.0001,0,.00488762,.684266,74,.000762951,.000762951,10.5882,55,.000729534,0,0,0,0,14,-18,6,25,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.175,1.76867,-11.7485,4.71667,127.758
74,11.250,2.34314,90.7137,4,3000,44.2259,186.075,171.902,.002,.002,.000762951,.000762951,16.7501,0,0,.786906,74,.000762951,.000762951,10.5882,50,.000729534,0,0,0,0,9,-7,9,-10,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.75,-11.7601,4.64722,127.758
75,11.400,3.28039,90.7137,4,2983,44.2259,187.137,172.708,.002,.002,.000762951,.000762951,16.7501,0,0,1.32454,73,.000762951,.000762951,10.5882,56,.000729534,0,0,0,0,3,7,-2,2,49.8738,49.8738,49.8738,49.8738,72.0001,.86,7.84314,14.0625,2.13782,-11.7447,4.64722,127.758
76,11.550,4.68627,90.7137,4,2965,44.2259,215.592,202.042,.002,.002,.000762951,.000762951,20.7501,.00488762,.00488762,.762468,73,.000762951,.000762951,13.3333,58,.000729534,0,0,0,0,93,141,103,83,49.8738,49.8738,49.8738,49.8738,72.0001,.844,7.84314,14.0625,2.08538,-11.3328,5.75834,55.5807
77,11.700,4.68627,90.7137,4,2977,44.2259,238.517,221.817,.002,.002,.000762951,.000762951,24.2501,.0928647,.0146629,.972636,73,.000762951,.000762951,14.902,51,.000729534,0,0,0,0,178,98,201,21,49.8738,49.8738,49.8738,49.8738,72.0001,.832,7.84314,14.0625,2.06405,-11.001,6.73057,16.0965
78,11.850,4.68627,90.7137,4,2950,44.2259,248.771,233.536,.002,.002,.000762951,.000762951,25.5001,.566964,.0782019,1.00196,72,-2.82673,-1.00175,17.2549,64,.000729534,0,0,0,0,30,9,24,6,49.8738,49.8738,49.8738,49.8738,72.0001,.82,9.01961,14.0625,2.01583,-10.8525,7.0778,15.1116
79,12.000,6.56078,90.7137,4,2956,44.2259,278.471,277.153,.002,.002,.000762951,.000762951,30.0001,.0586514,.10264,1.07039,72,3.44777,-.0389104,17.2549,56,.000729534,0,0,0,0,109,87,122,84,49.8738,49.8738,49.8738,49.8738,72.0001,.948,11.3725,14.0625,2.33524,-10.4226,8.32781,16.2288
80,12.150,7.02941,90.7137,4,2962,44.2259,311.797,301.176,.002,.002,.000762951,.000762951,35.0001,.0488762,.0537638,.953085,72,5.60539,-.0389104,22.3529,65,.000729534,0,0,0,0,13,8,44,-17,49.8738,49.8738,49.8738,49.8738,72.0001,1.176,12.549,14.0625,2.90276,-9.94019,9.71671,16.0083
81,12.300,8.43529,90.7137,4,2914,44.2259,357.391,344.097,.002,.002,.000762951,.000762951,41.0001,.32747,.063539,.909097,72,7.9858,-.0389104,25.098,58,.000729534,0,0,0,0,3,16,106,32,49.8738,49.8738,49.8738,49.8738,72.0001,1.412,14.902,14.0625,3.42881,-9.28018,11.3834,15.2292
